102.177.195.14 - - [28/Jul/2019:08:15:50 +0100] "GET / HTTP/1.1" 200 5343 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /robots.txt HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET / HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /xmlrpc.php?rsd HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /blog/robots.txt HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /blog/ HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /wordpress/ HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /wp/ HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /robots.txt HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /administrator/index.php HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /blog/robots.txt HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /blog/administrator/index.php HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /joomla/robots.txt HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
109.228.60.242 - - [28/Jul/2019:08:41:14 +0100] "GET /joomla/administrator/index.php HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.32"
185.53.88.40 - - [28/Jul/2019:08:43:57 +0100] "HEAD /robots.txt HTTP/1.0" 200 0 "-" "-"
66.249.70.12 - - [28/Jul/2019:08:47:38 +0100] "GET / HTTP/1.1" 200 1969 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
31.13.115.1 - - [28/Jul/2019:08:56:32 +0100] "GET /?fbclid=IwAR3Jy09oV06cQNA4Ra8Xw1xEusKpT6yDe9s6sizunnvksHtDel8i8FfSn4g HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
180.76.15.152 - - [28/Jul/2019:09:10:02 +0100] "GET / HTTP/1.1" 302 169 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
157.55.39.63 - - [28/Jul/2019:09:22:02 +0100] "GET / HTTP/1.1" 200 1969 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
159.138.128.202 - - [28/Jul/2019:09:42:09 +0100] "GET /images/screen2.png HTTP/1.1" 200 147534 "https://www.google.com" "Mozilla/5.0(Linux;Android 5.1.1;OPPO A33 Build/LMY47V;wv) AppleWebKit/537.36(KHTML,link Gecko) Version/4.0 Chrome/43.0.2357.121 Mobile Safari/537.36 LieBaoFast/4.51.3"
60.191.38.77 - - [28/Jul/2019:09:54:30 +0100] "GET / HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
194.168.45.187 - - [28/Jul/2019:09:56:04 +0100] "GET / HTTP/1.1" 200 42937 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:09:56:04 +0100] "GET /favicon.ico HTTP/1.1" 404 151 "http://cv.mattjackson.co/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:09:56:07 +0100] "GET / HTTP/1.1" 200 42937 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:09:56:07 +0100] "GET /favicon.ico HTTP/1.1" 404 151 "http://cv.mattjackson.uk/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
54.200.160.22 - - [28/Jul/2019:10:01:50 +0100] "GET / HTTP/1.1" 302 169 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-G928X Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36"
194.168.45.187 - - [28/Jul/2019:10:06:41 +0100] "GET /tv/yj HTTP/1.1" 301 193 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
194.168.45.187 - - [28/Jul/2019:10:06:41 +0100] "GET /tv/yj/ HTTP/1.1" 200 289 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
194.168.45.187 - - [28/Jul/2019:10:06:42 +0100] "GET /favicon.ico HTTP/1.1" 404 208 "http://dump.mattjackson.co/tv/yj/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
194.168.45.187 - - [28/Jul/2019:10:08:36 +0100] "GET /tv/yj/ HTTP/1.1" 200 325 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
194.168.45.187 - - [28/Jul/2019:10:09:01 +0100] "GET / HTTP/1.1" 200 282 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:10:09:01 +0100] "GET /favicon.ico HTTP/1.1" 404 151 "http://dump.mattjackson.uk/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:10:09:06 +0100] "GET /tv/ HTTP/1.1" 200 176 "http://dump.mattjackson.uk/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:10:09:07 +0100] "GET /favicon.ico HTTP/1.1" 404 151 "http://dump.mattjackson.uk/tv/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:10:09:08 +0100] "GET /tv/yj/ HTTP/1.1" 200 325 "http://dump.mattjackson.uk/tv/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
194.168.45.187 - - [28/Jul/2019:10:09:08 +0100] "GET /favicon.ico HTTP/1.1" 404 151 "http://dump.mattjackson.uk/tv/yj/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
95.108.213.53 - - [28/Jul/2019:10:11:53 +0100] "GET /robots.txt HTTP/1.1" 404 177 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
95.108.213.53 - - [28/Jul/2019:10:11:57 +0100] "GET /ebay/upload.sh HTTP/1.1" 200 83 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
66.249.70.31 - - [28/Jul/2019:10:18:44 +0100] "GET /robots.txt HTTP/1.1" 404 151 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.31 - - [28/Jul/2019:10:18:44 +0100] "GET / HTTP/1.1" 200 282 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
178.255.215.85 - - [28/Jul/2019:10:37:20 +0100] "GET /robots.txt HTTP/1.1" 302 169 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
178.255.215.85 - - [28/Jul/2019:10:37:20 +0100] "GET / HTTP/1.1" 302 169 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
46.1.34.121 - - [28/Jul/2019:10:43:43 +0100] "GET / HTTP/1.1" 200 5343 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
66.249.64.15 - - [28/Jul/2019:11:08:48 +0100] "GET / HTTP/1.1" 200 1969 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
103.131.71.124 - - [28/Jul/2019:11:25:00 +0100] "GET /robots.txt HTTP/1.1" 200 23 "-" "Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)"
103.131.71.118 - - [28/Jul/2019:11:25:02 +0100] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)"
157.55.39.88 - - [28/Jul/2019:11:49:48 +0100] "GET / HTTP/1.1" 200 1969 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.190.188 - - [28/Jul/2019:11:50:27 +0100] "GET /javascripts/fancybox/jquery.fancybox-1.3.1.css HTTP/1.1" 200 8475 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:27 +0100] "GET /stylesheets/styles.css HTTP/1.1" 200 13573 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:27 +0100] "GET /javascripts/jquery.js HTTP/1.1" 200 72174 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:27 +0100] "GET /javascripts/jquery.scroll.js HTTP/1.1" 200 2005 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:28 +0100] "GET /javascripts/jquery.serialScroll.js HTTP/1.1" 200 2013 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:28 +0100] "GET /javascripts/fancybox/jquery.fancybox-1.3.1.pack.js HTTP/1.1" 200 14731 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:28 +0100] "GET /javascripts/jquery.tools.js HTTP/1.1" 200 3985 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:29 +0100] "GET /javascripts/slickapp.js HTTP/1.1" 200 1522 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
157.55.39.198 - - [28/Jul/2019:11:50:31 +0100] "GET /robots.txt HTTP/1.1" 200 23 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.198 - - [28/Jul/2019:11:50:31 +0100] "GET /robots.txt HTTP/1.1" 200 23 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.190.188 - - [28/Jul/2019:11:50:31 +0100] "GET /images/screen1_s.png HTTP/1.1" 200 13781 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:31 +0100] "GET /images/screen3_s.png HTTP/1.1" 200 16496 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:31 +0100] "GET /images/screen2_s.png HTTP/1.1" 200 11456 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:31 +0100] "GET /images/logo_footer.png HTTP/1.1" 200 8594 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:31 +0100] "GET /images/aalogo.jpg HTTP/1.1" 200 30221 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:31 +0100] "GET /images/iphone6-scaled.png HTTP/1.1" 200 79946 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:32 +0100] "GET /images/bullet.gif HTTP/1.1" 200 205 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:32 +0100] "GET /images/theguardian-grayscale.png HTTP/1.1" 200 7813 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:32 +0100] "GET /images/lifehacker-grayscale.png HTTP/1.1" 200 9763 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:32 +0100] "GET /images/page_seperator.gif HTTP/1.1" 200 44 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:32 +0100] "GET /images/horizontal_seperator.gif HTTP/1.1" 200 44 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:33 +0100] "GET /images/feature_box-top.gif HTTP/1.1" 200 167 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:33 +0100] "GET /images/dark_shadow.gif HTTP/1.1" 200 3497 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:33 +0100] "GET /images/enlarge.png HTTP/1.1" 200 591 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
40.77.190.188 - - [28/Jul/2019:11:50:33 +0100] "GET /images/feature_box-bottom.gif HTTP/1.1" 200 166 "http://allergyassassin.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
66.249.70.6 - - [28/Jul/2019:12:40:31 +0100] "GET /robots.txt HTTP/1.1" 404 151 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.8 - - [28/Jul/2019:12:40:31 +0100] "GET / HTTP/1.1" 200 754 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
35.163.187.66 - - [28/Jul/2019:12:41:48 +0100] "GET / HTTP/1.1" 302 169 "-" "Go-http-client/1.1"
185.53.88.40 - - [28/Jul/2019:12:58:22 +0100] "HEAD /robots.txt HTTP/1.0" 200 0 "-" "-"
77.247.110.219 - - [28/Jul/2019:13:29:52 +0100] "HEAD /robots.txt HTTP/1.0" 200 0 "-" "-"
66.249.70.6 - - [28/Jul/2019:13:37:34 +0100] "GET /css/usa2015.css HTTP/1.1" 200 345 "http://usa2015.mattjackson.eu/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.70.6 - - [28/Jul/2019:13:37:35 +0100] "GET /js/usa2015.js HTTP/1.1" 200 3593 "http://usa2015.mattjackson.eu/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
103.20.191.161 - - [28/Jul/2019:14:46:45 +0100] "GET / HTTP/1.1" 200 5343 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
109.73.187.204 - - [28/Jul/2019:15:06:11 +0100] "GET / HTTP/1.1" 200 5343 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
139.162.119.197 - - [28/Jul/2019:15:16:17 +0100] "GET / HTTP/1.1" 200 5343 "-" "HTTP Banner Detection (https://security.ipip.net)"
95.108.213.53 - - [28/Jul/2019:15:16:27 +0100] "GET /robots.txt HTTP/1.1" 404 177 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
95.108.213.53 - - [28/Jul/2019:15:16:31 +0100] "GET /ebay/upload.sh HTTP/1.1" 200 83 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
78.85.168.36 - - [28/Jul/2019:15:22:06 +0100] "GET / HTTP/1.1" 200 5343 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.6) Gecko/20091201 Firefox/3.5.6 (.NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
